"timestamp","count","uniques","date_retrieved"
"2021-02-19T00:00:00Z",1,1,2021-02-23
"2021-02-20T00:00:00Z",3,3,2021-02-23
"2021-02-21T00:00:00Z",1,1,2021-02-23
"2021-02-22T00:00:00Z",1,1,2021-02-23
"2021-02-11T00:00:00Z",4,4,2021-02-24
"2021-02-12T00:00:00Z",1,1,2021-02-24
"2021-02-13T00:00:00Z",3,3,2021-02-24
"2021-02-14T00:00:00Z",1,1,2021-02-24
"2021-02-15T00:00:00Z",2,2,2021-02-24
"2021-02-16T00:00:00Z",2,2,2021-02-24
"2021-02-17T00:00:00Z",1,1,2021-02-24
"2021-02-18T00:00:00Z",1,1,2021-02-24
"2021-02-19T00:00:00Z",1,1,2021-02-24
"2021-02-20T00:00:00Z",3,3,2021-02-24
"2021-02-21T00:00:00Z",1,1,2021-02-24
"2021-02-22T00:00:00Z",1,1,2021-02-24
"2021-02-23T00:00:00Z",2,2,2021-02-24
"2021-02-12T00:00:00Z",1,1,2021-02-25
"2021-02-13T00:00:00Z",3,3,2021-02-25
"2021-02-14T00:00:00Z",1,1,2021-02-25
"2021-02-15T00:00:00Z",2,2,2021-02-25
"2021-02-16T00:00:00Z",2,2,2021-02-25
"2021-02-17T00:00:00Z",1,1,2021-02-25
"2021-02-18T00:00:00Z",1,1,2021-02-25
"2021-02-19T00:00:00Z",1,1,2021-02-25
"2021-02-20T00:00:00Z",3,3,2021-02-25
"2021-02-21T00:00:00Z",1,1,2021-02-25
"2021-02-22T00:00:00Z",1,1,2021-02-25
"2021-02-23T00:00:00Z",2,2,2021-02-25
"2021-02-24T00:00:00Z",1,1,2021-02-25
"2021-02-13T00:00:00Z",3,3,2021-02-26
"2021-02-14T00:00:00Z",1,1,2021-02-26
"2021-02-15T00:00:00Z",2,2,2021-02-26
"2021-02-16T00:00:00Z",2,2,2021-02-26
"2021-02-17T00:00:00Z",1,1,2021-02-26
"2021-02-18T00:00:00Z",1,1,2021-02-26
"2021-02-19T00:00:00Z",1,1,2021-02-26
"2021-02-20T00:00:00Z",3,3,2021-02-26
"2021-02-21T00:00:00Z",1,1,2021-02-26
"2021-02-22T00:00:00Z",1,1,2021-02-26
"2021-02-23T00:00:00Z",2,2,2021-02-26
"2021-02-24T00:00:00Z",1,1,2021-02-26
"2021-02-25T00:00:00Z",3,3,2021-02-26
"2021-02-15T00:00:00Z",2,2,2021-02-28
"2021-02-16T00:00:00Z",2,2,2021-02-28
"2021-02-17T00:00:00Z",1,1,2021-02-28
"2021-02-18T00:00:00Z",1,1,2021-02-28
"2021-02-19T00:00:00Z",1,1,2021-02-28
"2021-02-20T00:00:00Z",3,3,2021-02-28
"2021-02-21T00:00:00Z",1,1,2021-02-28
"2021-02-22T00:00:00Z",1,1,2021-02-28
"2021-02-23T00:00:00Z",2,2,2021-02-28
"2021-02-24T00:00:00Z",1,1,2021-02-28
"2021-02-25T00:00:00Z",3,3,2021-02-28
"2021-02-26T00:00:00Z",1,1,2021-02-28
"2021-02-27T00:00:00Z",1,1,2021-02-28
"2021-02-16T00:00:00Z",2,2,2021-03-01
"2021-02-17T00:00:00Z",1,1,2021-03-01
"2021-02-18T00:00:00Z",1,1,2021-03-01
